seq_orgao;cod_municipio;cod_orgao;seq_unidade;cod_unidade;cod_subunidade;num_anoexercicio;num_mesexercicio;dsc_funcao;dsc_subfuncao;dsc_programa;dsc_acao;dsc_subacao;dsc_naturezadespesa;dsc_fonterecurso;dsc_cod_orcamentario;vlr_previsto;vlr_acrescimo;vlr_deducao;vlr_empenhado;vlr_liquidado;vlr_pago;vlr_rspprocessado;vlr_rspnprocessado
2169;3171303;02;261159;2004;1;2018;12;12 - EDUCAÇÃO;365 - EDUCAÇÃO INFANTIL;0001 - APOIO ADMINISTRATIVO;2040 - MANUT DOS BENSSERV DO ENSINO INFANTIL;;3.3.90.30.22 - MATERIAL DE LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;-4257.8;0;0;0;-4257.8
2169;3171303;02;261108;2005;-9;2018;11;15 - URBANISMO;452 - SERVIÇOS URBANOS;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;2142 - MANUT DA ILUMINACAO PUBLICA;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;117 - CONTRIBUIÇÃO PARA CUSTEIO DOS SERVIÇOS DE ILUMINAÇÃO PÚBLICA (COSIP);NÃO INFORMADO;0;0;0;0;195254.1;206474.39;-11220.29;-195254.1
2169;3171303;02;261140;2003;2;2018;9;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2073 - MANUT DO CAPS E ATEND USUARIOS ALCOOL E DROGAS;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;149 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR;NÃO INFORMADO;0;0;0;0;1242;1242;0;-1242
2170;3171303;03;261132;3002;-9;2018;7;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;3.3.90.39.99 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;6800;0;48530;-48530;6800
2169;3171303;02;261140;2003;2;2018;1;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2098 - MANUTENCAO DAS ATIVIDADES DOS ACS;;3.1.90.13.00 - OBRIGAÇÕES PATRONAIS;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;10000;0;0;0;0;0;0;0
2170;3171303;03;261131;3001;-9;2018;5;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.39.12 - LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;13164.36;0;0;0;13164.36
2172;3171303;05;261145;5001;2;2018;12;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;-606.43;325;325;0;-931.43
2169;3171303;02;261140;2003;2;2018;1;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2066 - MANUT DA ASSISTENCIA MEDICA E ODONTOLOGICA;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;0;0;50000;0;0;0;50000
2169;3171303;02;261153;2017;2;2018;1;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0000 - ENCARGOS ESPECIAIS;0007 - MANUT DO CONVENIO COM A SEDESE  MINAS FACIL;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;2400;268.34;0;268.34;2131.66
2169;3171303;02;261108;2005;-9;2018;8;15 - URBANISMO;452 - SERVIÇOS URBANOS;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;2146 - MANUT DO CEMITERIO;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;77.15;72.88;4.27;-77.15
2169;3171303;02;261153;2017;2;2018;3;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2129 - MANUTDOS BENSSERVICOS DA SEC DESENVCIENCIA TEC;;3.3.90.39.62 - SERVIÇO DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;12686.74;0;12686.74;-12686.74
2169;3171303;02;261140;2003;2;2018;7;10 - SAÚDE;304 - VIGILÂNCIA SANITÁRIA;0009 - VIGILANCIA SANITARIA;2070 - MANUTENCAO DAS ATIVIDADES DA VIG SANITARIA;;3.3.90.30.16 - MATERIAL DE EXPEDIENTE;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;0;212.5;212.5;0;-212.5
2169;3171303;02;261167;2004;4;2018;5;12 - EDUCAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2140 - MANUTDAS ATIV DO CONSELHO MUNICIPAL DE EDUCACAO;;3.3.90.36.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;4000;0;0;0;0;0
2169;3171303;02;261146;2002;2;2018;8;04 - ADMINISTRAÇÃO;845 - OUTRAS TRANSFERÊNCIAS;0000 - ENCARGOS ESPECIAIS;0002 - MANUTENCAO DO CONVENIO COM A CNM;;3.3.70.41.00 - CONTRIBUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;1713;1713;0;-1713
2169;3171303;02;261147;2003;1;2018;7;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;0019 - MANUT CISMIVCONSORC INT SAUDE DA MICRORREGIAO;;3.1.71.70.00 - RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;0;0;0;0;50563.73;50563.73;0;-50563.73
2169;3171303;02;261108;2005;-9;2018;8;15 - URBANISMO;451 - INFRA-ESTRUTURA URBANA;0029 - MELHORAR PLANEJAMENTO E SERVICOS URBANOS DA CIDADE;1029 - PAVIMENTACAO POLIEDRICA E ASFALTICA;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;27000;0;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;4;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0027 - ASSISTIR AS CRIANCAS E ADOLESCENTES DO MUNICIPIO;2157 - MANUT DAS ATIV DO PISO MINEIRO DE ASSIT SOCIAL;;3.3.90.32.99 - OUTROS MATERIAIS, BENS OU SERVIÇOS PARA DISTRIBUIÇÃO GRATUITA;156 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL (FEAS);NÃO INFORMADO;0;0;0;40000;7001.65;7001.65;0;32998.35
2169;3171303;02;261156;2007;2;2018;1;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0027 - ASSISTIR AS CRIANCAS E ADOLESCENTES DO MUNICIPIO;2157 - MANUT DAS ATIV DO PISO MINEIRO DE ASSIT SOCIAL;;3.1.90.04.99 - OUTROS;156 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL (FEAS);NÃO INFORMADO;0;0;0;5593.8;5593.8;0;5593.8;0
2169;3171303;02;261140;2003;2;2018;2;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2082 - MANUTDAS ATIIV DO CENTESTATENCAO ESPECIALIZADA;;3.3.90.39.65 - SERVIÇOS DE CÓPIAS E REPRODUÇÃO DE DOCUMENTOS;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;0;0;4000;0;0;0;4000
2169;3171303;02;261147;2003;1;2018;2;10 - SAÚDE;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2037 - MANUT DOS BENSSERV DA SECRETARIA DE SAUDE;;3.3.90.39.30 - SERVIÇOS DE ÁGUA E ESGOTO;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;0;0;0;0;412.5;358.61;53.89;-412.5
2168;3171303;01;261137;1002;-9;2018;9;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;99;529;909;-380;-430
2172;3171303;05;261155;5001;1;2018;5;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0402 - GESTAO ADMINISTRATIVA DO FUNDO FINANCEIRO;8001 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FF;;3.3.90.39.64 - SERVIÇOS BANCÁRIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;485.56;485.56;0;-485.56
2169;3171303;02;261118;2015;-9;2018;1;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2180 - MANUTENCAO DOS BENSSERVICOS DA PROCURADORIA GERAL;;3.3.90.30.00 - MATERIAL DE CONSUMO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;3000;0;0;0;0;0;0;0
2170;3171303;03;261131;3001;-9;2018;2;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.30.02 - LUBRIFICANTES AUTOMOTIVOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;706;0;0;0;706
2169;3171303;02;261167;2004;4;2018;6;12 - EDUCAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2008 - MANUT DAS ATIVIDADES DA SEC DA EDUCACAOPESSOAL;;3.1.91.13.02 - CONTRIBUIÇÃO PATRONAL PARA O RPPS (EXCETO A INCIDENTE SOBRE O FUNDEB);101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;14003.68;14003.68;9387.51;4616.17;0
2169;3171303;02;261140;2003;2;2018;4;10 - SAÚDE;301 - ATENÇÃO BÁSICA;0008 - PROMOVER O ACESSO DA POPULACAO NA SAUDE BASICA;2091 - MANUTENCAO DAS ATIVIDADES DE SAUDE BUCAL;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;148 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA ATENÇÃO BÁSICA;NÃO INFORMADO;0;4000;0;0;0;0;0;0
2169;3171303;02;261167;2004;4;2018;3;12 - EDUCAÇÃO;128 - FORMAÇÃO DE RECURSOS HUMANOS;0003 - FORMACAO E DESENVOLVIMENTO DE RECURSOS HUMANOS;2057 - REALIZACAO DE CONCURSO PUBLICO;;3.3.90.39.00 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;10000;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;5;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2078 - MANUTENCAO DO PROHOSP;;3.3.90.39.36 - SERVIÇO MÉDICO-HOSPITALAR, ODONTOLÓGICO E LABORATORIAL;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;0;0;444747.85;444747.85;444747.85;0;0
2169;3171303;02;261147;2003;1;2018;10;10 - SAÚDE;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2037 - MANUT DOS BENSSERV DA SECRETARIA DE SAUDE;;3.3.90.30.22 - MATERIAL DE LIMPEZA E PRODUÇÃO DE HIGIENIZAÇÃO;102 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À SAÚDE;NÃO INFORMADO;0;0;0;0;3078.65;0;3078.65;-3078.65
2169;3171303;02;261142;2007;4;2018;6;08 - ASSISTÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2016 - MANUT ATIVID DA SEC POLITICAS SOCIAIS  PESSOAL;;3.3.91.47.00 - OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;968.01;762.88;205.13;-968.01
2169;3171303;02;261150;2010;5;2018;2;13 - CULTURA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2047 - MANUT DOS BENSSERV DO DEPTO DE CULTURA;;3.3.90.92.00 - DESPESAS DE EXERCÍCIOS ANTERIORES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;218.94;87.6;107.46;-19.86;131.34
2169;3171303;02;261156;2007;2;2018;11;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;0024 - SUBVENCOES SOCIAIS A ENTIDADES FILANTROPICASRP;;3.3.50.43.00 - SUBVENÇÕES SOCIAIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;49980.2;0;69094.75;-69094.75;49980.2
2169;3171303;02;261169;2004;2;2018;11;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0001 - APOIO ADMINISTRATIVO;2041 - MANUT DOS BENSSERV DO ENSINO FUNDAMENTAL;;3.3.90.30.04 - GÁS ENGARRAFADO;101 - RECEITAS DE IMPOSTOS E DE TRANSFERÊNCIAS DE IMPOSTOS VINCULADOS À EDUCAÇÃO;NÃO INFORMADO;0;0;0;0;0;14630;-14630;0
2170;3171303;03;261132;3002;-9;2018;7;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0447 - ABASTECIMENTO DE AGUA;8502 - OPERACAO MANUTENCAO DO SISTEMA AGUA;;4.4.90.52.22 - EQUIPAMENTOS E UTENSÍLIOS HIDRÁULICOS E ELÉTRICOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;50678;0;0;0;50678
2169;3171303;02;261146;2002;2;2018;3;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2004 - MANUTENCAO DAS ATIV DA SEC DE ADMINISTRACAO;;3.1.90.13.99 - OUTRAS OBRIGAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;4483.65;4483.65;11406.22;-6922.57;0
2169;3171303;02;261153;2017;2;2018;4;11 - TRABALHO;332 - RELAÇÕES DE TRABALHO;0000 - ENCARGOS ESPECIAIS;0008 - MANUT DO CONVENIO COM O SINE;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;113.19;100.33;12.86;-113.19
2169;3171303;02;261169;2004;2;2018;1;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;2136 - MANUTENCAO DO PROGRAMA DE JOVENS E ADULTOSPEJA;;3.1.90.16.00 - OUTRAS DESPESAS VARIÁVEIS - PESSOAL CIVIL;146 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE;NÃO INFORMADO;3000;0;0;0;0;0;0;0
2169;3171303;02;261156;2007;2;2018;1;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2156 - MANUTDO PISO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;;3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;10000;0;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;12;10 - SAÚDE;304 - VIGILÂNCIA SANITÁRIA;0009 - VIGILANCIA SANITARIA;2070 - MANUTENCAO DAS ATIVIDADES DA VIG SANITARIA;;3.3.90.30.34 - MATERIAL LABORATORIAL;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;-5574.9;0;0;0;-5574.9
2171;3171303;04;261127;4001;-9;2018;3;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;6001 - MANUTENCAO DAS ATIVIDADES DA ADMINISTRACAO;;3.3.90.39.58 - FRETES E TRANSPORTES DE ENCOMENDAS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;450;450;0;-450
2169;3171303;02;261140;2003;2;2018;2;10 - SAÚDE;305 - VIGILÂNCIA EPIDEMIOLÓGICA;0012 - CONTROLE DE DOENCAS TRANSMISSIVEIS;2115 - MANUTENCAO DAS ATIVIDADES DO CONTROLE DE ZOONOSE;;3.3.90.30.16 - MATERIAL DE EXPEDIENTE;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;231;0;0;0;231
2169;3171303;02;261150;2010;5;2018;1;13 - CULTURA;812 - DESPORTO COMUNITÁRIO;0024 - PROMOVER O DESPORTO PARA A POPULACAO;2167 - MANUTENCAO DAS QUADRAS POLIESPORTIVAS;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;5000;0;0;0;0;0;0;0
2169;3171303;02;261146;2002;2;2018;1;06 - SEGURANÇA PÚBLICA;181 - POLICIAMENTO;0000 - ENCARGOS ESPECIAIS;0011 - MANUTENCAO CONVENIO COM O CORPO DE BOMBEIROS;;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;10000;0;0;0;0;0;0;0
2169;3171303;02;261118;2015;-9;2018;12;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2180 - MANUTENCAO DOS BENSSERVICOS DA PROCURADORIA GERAL;;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;1000;0;0;0;0;0
2169;3171303;02;261119;2012;-9;2018;11;04 - ADMINISTRAÇÃO;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2049 - MANUT DOS BENSSERV DA SECRETARIA DE FAZENDA;;3.3.90.39.33 - SERVIÇOS DE COMUNICAÇÃO EM GERAL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;524.47;0;524.47;-524.47
2170;3171303;03;261131;3001;-9;2018;7;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.3.90.36.07 - ESTAGIÁRIOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;7300;3867.5;3867.5;0;3432.5
2170;3171303;03;261130;3004;-9;2018;2;17 - SANEAMENTO;512 - SANEAMENTO BÁSICO URBANO;0448 - SERVICOS DE LIMPEZA E RESIDUOS SOLIDOS;8504 - MANUTENCAO SERVICOS LIMPEZA DO MUNICIPIO;;3.3.90.30.40 - FERRAMENTAS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;8989.8;0;0;0;8989.8
2170;3171303;03;261131;3001;-9;2018;11;17 - SANEAMENTO;122 - ADMINISTRAÇÃO GERAL;0021 - INCENTIVO AO TURISMO NO MUNICIPIO;8501 - MANUTENCAO DOS SERVICOS ADMINISTRATIVOS;;3.1.91.13.99 - OUTRAS OBRIGAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;12481.48;12525.51;12525.51;0;-44.03
2169;3171303;02;261169;2004;2;2018;8;12 - EDUCAÇÃO;306 - ALIMENTAÇÃO E NUTRIÇÃO;0014 - GARANTIR MERENDA PARA OS ALUNOS DA REDE PUBLICA;2086 - MANUT DA MERENDA ESCOLAR ENSINO FUNDAM  RV;;3.3.90.30.00 - MATERIAL DE CONSUMO;144 - TRANSFERÊNCIAS DE RECURSOS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR (PNAE);NÃO INFORMADO;0;0;73437.95;0;0;0;0;0
2172;3171303;05;261145;5001;2;2018;1;09 - PREVIDÊNCIA SOCIAL;122 - ADMINISTRAÇÃO GERAL;0403 - GESTAO ADMINISTRATIVA DO FUNDO PREVIDENCIARIO;8008 - MANUTENCAO DAS ATIVIDADES ADMINISTRATIVAS  FP;;3.3.90.39.43 - SERVIÇOS DE TELECOMUNICAÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;3600;0;0;0;3600
2168;3171303;01;261137;1002;-9;2018;11;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4007 - VIAGENS, APERFEIÇOAMENTO E CAPACITAÇAOCOMISSÃO;;3.3.90.93.03 - OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;201.15;201.15;201.15;0;0
2169;3171303;02;261150;2010;5;2018;1;13 - CULTURA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2017 - MANUT DO SUBSIDIO DO SECRETARIO CULTURA E ESPORTE;;3.1.90.11.00 - VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;88900;0;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;5;10 - SAÚDE;305 - VIGILÂNCIA EPIDEMIOLÓGICA;0012 - CONTROLE DE DOENCAS TRANSMISSIVEIS;2080 - MANUT DAS ATIVIDADES DA VIGILANCIA EPIDEMIOLOGICA;;3.3.90.39.16 - MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS;150 - TRANSFERÊNCIAS DE RECURSOS DO SUS PARA VIGILÂNCIA EM SAÚDE;NÃO INFORMADO;0;0;0;8000;0;0;0;8000
2168;3171303;01;261135;1001;-9;2018;5;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4017 - MANUTENÇÃO DAS SESSÕES LEGISLATIVAS;;3.3.90.30.07 - GÊNEROS DE ALIMENTAÇÃO;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;2968;2968;0;-2968
2169;3171303;02;261169;2004;2;2018;1;12 - EDUCAÇÃO;361 - ENSINO FUNDAMENTAL;0016 - ATENDIMENTO E DESENVOLVIMENTO ENSINO FUNDAMENTAL;1024 - CONSTRUCAO DE QUADRAS POLIESPORTIVAS NAS ESCOLAS;;4.4.90.51.00 - OBRAS E INSTALAÇÕES;147 - TRANSFERÊNCIA DO SALÁRIO-EDUCAÇÃO;NÃO INFORMADO;35000;0;0;0;0;0;0;0
2169;3171303;02;261153;2017;2;2018;6;19 - CIÊNCIA E TECNOLOGIA;122 - ADMINISTRAÇÃO GERAL;0001 - APOIO ADMINISTRATIVO;2129 - MANUTDOS BENSSERVICOS DA SEC DESENVCIENCIA TEC;;3.3.90.36.14 - LOCAÇÃO DE IMÓVEIS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;3907.78;3907.78;0;-3907.78
2169;3171303;02;261146;2002;2;2018;7;04 - ADMINISTRAÇÃO;845 - OUTRAS TRANSFERÊNCIAS;0000 - ENCARGOS ESPECIAIS;0003 - MANUT DO CONVENIO COM A AMMAM;;3.3.70.41.00 - CONTRIBUIÇÕES;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;0;0;14931.16;-14931.16;0
2168;3171303;01;261137;1002;-9;2018;10;01 - LEGISLATIVA;031 - AÇÃO LEGISLATIVA;0101 - PROCESSO LEGISLATIVO;4013 - MANUTENCAO DAS ATIVIDADES DA CAMARA;;3.3.90.30.37 - MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;100 - RECURSOS ORDINÁRIOS;NÃO INFORMADO;0;0;0;1990;1180;0;1180;810
2169;3171303;02;261156;2007;2;2018;3;08 - ASSISTÊNCIA SOCIAL;244 - ASSISTÊNCIA COMUNITÁRIA;0025 - ASSISTIR AS FAMILIAS CARENTES DE VICOSA;2120 - MANUT DO PROGRAMA BOLSA FAMILIA;;4.4.90.52.00 - EQUIPAMENTOS E MATERIAL PERMANENTE;129 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL (FNAS);NÃO INFORMADO;0;24876;0;0;0;0;0;0
2169;3171303;02;261140;2003;2;2018;9;10 - SAÚDE;302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL;0010 - PROMOVER ASSISTENCIA HOSPITALAR E AMBULATORIAL;2082 - MANUTDAS ATIIV DO CENTESTATENCAO ESPECIALIZADA;;3.1.90.11.05 - PESSOAL DE CARGO COMISSIONADO, EXCETO FUNDEB;155 - TRANSFERÊNCIAS DE RECURSOS DO FUNDO ESTADUAL DE SAÚDE;NÃO INFORMADO;0;0;0;8761.74;8761.74;8761.74;0;0
